date,campaign_name,adset_name,ad_name,spend,impressions,reach,clicks,ctr,inline_link_click_ctr,cpm,installs,video_3s,cost_per_install,quality_ranking,engagement_rate_ranking,conversion_rate_ranking,currency
2026-07-04,Say_Global_Auto_Install_050726_All,Say_Global_Auto_Install_050726_All,Say_Global_Auto_Install_050726_All_ SAYA_S7_SKIT_H1_US_META_clean,82977,6526,5871,101,1.547656,1.562979,12714.832976,15,732,,AVERAGE,AVERAGE,ABOVE_AVERAGE,VND
2026-07-05,Say_Global_Auto_Install_050726_All,Say_Global_Auto_Install_050726_All,Say_Global_Auto_Install_050726_All_ SAYA_S7_SKIT_H1_US_META_clean,355354,30063,23392,459,1.526794,1.520141,11820.310681,93,3595,,AVERAGE,AVERAGE,ABOVE_AVERAGE,VND
2026-07-05,Say_Global_Auto_Install_060726_All,Say_Global_Auto_Install_060726_All,Say_Global_Auto_Install_060726_All_ SAYA_S7_SKIT_H1_US_META_clean,33775,2427,2222,40,1.648125,1.524516,13916.357643,9,361,,UNKNOWN,UNKNOWN,UNKNOWN,VND
2026-07-05,Say_Global_Auto_Install_060726_All,Say_Global_Auto_Install_060726_All,Say_Global_Auto_Install_050726_All_SAYA_S2_UGC_H1_US_META_clean,11271,1240,1162,14,1.129032,0.887097,9089.516129,6,171,,UNKNOWN,UNKNOWN,UNKNOWN,VND
2026-07-05,Say_Global_Auto_Install_060726_All,Say_Global_Auto_Install_060726_All,Say_Global_Auto_Install_050726_All_SAYA_S7_SKIT_H2_US_META_clean,11920,737,664,17,2.306649,2.306649,16173.677069,2,116,,UNKNOWN,UNKNOWN,UNKNOWN,VND
2026-07-05,Say_Global_Auto_Install_060726_All,Say_Global_Auto_Install_060726_All,Say_Global_Auto_Install_050726_All_SAYA_S3_UGC_H1_US_META_clean,4249,169,151,9,5.325444,5.325444,25142.011834,,20,,UNKNOWN,UNKNOWN,UNKNOWN,VND
2026-07-05,Say_Global_Auto_Install_060726_All,Say_Global_Auto_Install_060726_All,Say_Global_Auto_Install_050726_All_SAYA_S1_UGC_H1_US_META_clean,7765,335,285,11,3.283582,3.58209,23179.104478,2,33,,UNKNOWN,UNKNOWN,UNKNOWN,VND
2026-07-06,Say_Global_Auto_Install_050726_All,Say_Global_Auto_Install_050726_All,Say_Global_Auto_Install_050726_All_ SAYA_S7_SKIT_H1_US_META_clean,45364,3484,3169,54,1.549943,1.549943,13020.665901,23,380,,UNKNOWN,UNKNOWN,UNKNOWN,VND
2026-07-06,Say_Global_Auto_Install_060726_All,Say_Global_Auto_Install_060726_All,Say_Global_Auto_Install_060726_All_ SAYA_S7_SKIT_H1_US_META_clean,27652,2271,2124,35,1.541171,1.541171,12176.133862,15,315,,UNKNOWN,UNKNOWN,UNKNOWN,VND
2026-07-06,Say_Global_Auto_Install_060726_All,Say_Global_Auto_Install_060726_All,Say_Global_Auto_Install_050726_All_SAYA_S2_UGC_H1_US_META_clean,50889,5102,4310,69,1.352411,1.313211,9974.323795,30,595,,UNKNOWN,UNKNOWN,UNKNOWN,VND
2026-07-06,Say_Global_Auto_Install_060726_All,Say_Global_Auto_Install_060726_All,Say_Global_Auto_Install_050726_All_SAYA_S7_SKIT_H2_US_META_clean,53757,5287,4585,62,1.172688,1.248345,10167.770002,25,939,,UNKNOWN,UNKNOWN,UNKNOWN,VND
2026-07-06,Say_Global_Auto_Install_060726_All,Say_Global_Auto_Install_060726_All,Say_Global_Auto_Install_050726_All_SAYA_S3_UGC_H1_US_META_clean,11660,873,783,10,1.145475,1.718213,13356.242841,4,172,,UNKNOWN,UNKNOWN,UNKNOWN,VND
2026-07-06,Say_Global_Auto_Install_060726_All,Say_Global_Auto_Install_060726_All,Say_Global_Auto_Install_050726_All_SAYA_S1_UGC_H1_US_META_clean,51977,3338,2990,53,1.587777,1.617735,15571.30018,15,660,,UNKNOWN,UNKNOWN,UNKNOWN,VND
2026-07-06,Say_Global_Auto_Install_060726_All_Ads2_3Adcreative,Say_Global_Auto_Install_060726_All,Say_Global_Auto_Install_050726_All_SAYA_S3_UGC_H1_US_META_clean,33430,2168,1951,34,1.568266,1.52214,15419.741697,7,463,,UNKNOWN,UNKNOWN,UNKNOWN,VND
2026-07-06,Say_Global_Auto_Install_060726_All_Ads2_3Adcreative,Say_Global_Auto_Install_060726_All,Say_Global_Auto_Install_050726_All_SAYA_S7_SKIT_H2_US_META_clean,169857,19264,16558,192,0.996678,0.970723,8817.327658,58,3808,,UNKNOWN,UNKNOWN,UNKNOWN,VND
2026-07-06,Say_Global_Auto_Install_060726_All_Ads2_3Adcreative,Say_Global_Auto_Install_060726_All,Say_Global_Auto_Install_060726_All_ SAYA_S7_SKIT_H1_US_META_clean,78035,8694,7323,103,1.184725,1.173223,8975.730389,27,698,,UNKNOWN,UNKNOWN,UNKNOWN,VND
2026-07-06,Say_Global_Bidding_Install_060726_All_Ads3,Say_Global_Auto_Install_060726_All,Say_Global_Auto_Install_050726_All_SAYA_S1_UGC_H1_US_META_clean,1670,160,153,1,0.625,0.625,10437.5,,31,,UNKNOWN,UNKNOWN,UNKNOWN,VND
2026-07-06,Say_Global_Bidding_Install_060726_All_Ads3,Say_Global_Auto_Install_060726_All,Say_Global_Auto_Install_050726_All_SAYA_S3_UGC_H1_US_META_clean,610,51,50,0,0,,11960.784314,,13,,UNKNOWN,UNKNOWN,UNKNOWN,VND
2026-07-06,Say_Global_Bidding_Install_060726_All_Ads3,Say_Global_Auto_Install_060726_All,Say_Global_Auto_Install_050726_All_SAYA_S7_SKIT_H2_US_META_clean,2618,283,268,0,0,,9250.883392,,56,,UNKNOWN,UNKNOWN,UNKNOWN,VND
2026-07-06,Say_Global_Bidding_Install_060726_All_Ads3,Say_Global_Auto_Install_060726_All,Say_Global_Auto_Install_050726_All_SAYA_S2_UGC_H1_US_META_clean,1531,223,214,1,0.44843,0.44843,6865.470852,,29,,UNKNOWN,UNKNOWN,UNKNOWN,VND
2026-07-06,Say_Global_Bidding_Install_060726_All_Ads3,Say_Global_Auto_Install_060726_All,Say_Global_Auto_Install_060726_All_ SAYA_S7_SKIT_H1_US_META_clean,934,154,146,1,0.649351,0.649351,6064.935065,,9,,UNKNOWN,UNKNOWN,UNKNOWN,VND
2026-07-06,Say_Global_Bidding_Install_060726_All_Ads2_3Adcreative,Say_Global_Auto_Install_060726_All,Say_Global_Auto_Install_060726_All_ SAYA_S7_SKIT_H1_US_META_clean,1544,321,293,1,0.311526,0.311526,4809.968847,,14,,UNKNOWN,UNKNOWN,UNKNOWN,VND
2026-07-06,Say_Global_Bidding_Install_060726_All_Ads2_3Adcreative,Say_Global_Auto_Install_060726_All,Say_Global_Auto_Install_050726_All_SAYA_S7_SKIT_H2_US_META_clean,5285,509,494,9,1.768173,1.571709,10383.104126,1,129,,UNKNOWN,UNKNOWN,UNKNOWN,VND
2026-07-06,Say_Global_Bidding_Install_060726_All_Ads2_3Adcreative,Say_Global_Auto_Install_060726_All,Say_Global_Auto_Install_050726_All_SAYA_S3_UGC_H1_US_META_clean,977,70,68,0,0,,13957.142857,,13,,UNKNOWN,UNKNOWN,UNKNOWN,VND
2026-07-06,Say_Global_Auto_Install_060726_All_Ads4,Say_Global_Auto_Install_060726_All,Say_Global_Auto_Install_050726_All_SAYA_S1_UGC_H1_US_META_clean,104477,6829,5977,107,1.566847,1.522917,15299.01889,50,1442,,UNKNOWN,UNKNOWN,UNKNOWN,VND
2026-07-06,Say_Global_Auto_Install_060726_All_Ads4,Say_Global_Auto_Install_060726_All,Say_Global_Auto_Install_050726_All_SAYA_S3_UGC_H1_US_META_clean,14857,920,843,16,1.73913,1.73913,16148.913043,6,211,,UNKNOWN,UNKNOWN,UNKNOWN,VND
2026-07-06,Say_Global_Auto_Install_060726_All_Ads4,Say_Global_Auto_Install_060726_All,Say_Global_Auto_Install_050726_All_SAYA_S7_SKIT_H2_US_META_clean,90825,9681,8638,95,0.981304,0.960645,9381.778742,25,1895,,UNKNOWN,UNKNOWN,UNKNOWN,VND
2026-07-06,Say_Global_Auto_Install_060726_All_Ads4,Say_Global_Auto_Install_060726_All,Say_Global_Auto_Install_050726_All_SAYA_S2_UGC_H1_US_META_clean,20404,2601,2474,19,0.730488,0.692042,7844.675125,6,382,,UNKNOWN,UNKNOWN,UNKNOWN,VND
2026-07-06,Say_Global_Auto_Install_060726_All_Ads4,Say_Global_Auto_Install_060726_All,Say_Global_Auto_Install_060726_All_ SAYA_S7_SKIT_H1_US_META_clean,41893,5556,4547,34,0.611951,0.557955,7540.136789,6,131,,UNKNOWN,UNKNOWN,UNKNOWN,VND
2026-07-07,Say_Global_Auto_Install_060726_All,Say_Global_Auto_Install_060726_All,Say_Global_Auto_Install_050726_All_SAYA_S2_UGC_H1_US_META_clean,10640,1005,917,19,1.890547,1.99005,10587.064677,9,92,,UNKNOWN,UNKNOWN,UNKNOWN,VND
2026-07-07,Say_Global_Auto_Install_060726_All,Say_Global_Auto_Install_060726_All,Say_Global_Auto_Install_050726_All_SAYA_S7_SKIT_H2_US_META_clean,13896,1515,1436,17,1.122112,0.990099,9172.277228,3,289,,UNKNOWN,UNKNOWN,UNKNOWN,VND
2026-07-07,Say_Global_Auto_Install_060726_All,Say_Global_Auto_Install_060726_All,Say_Global_Auto_Install_050726_All_SAYA_S3_UGC_H1_US_META_clean,1571,125,122,2,1.6,1.6,12568,1,29,,UNKNOWN,UNKNOWN,UNKNOWN,VND
2026-07-07,Say_Global_Auto_Install_060726_All,Say_Global_Auto_Install_060726_All,Say_Global_Auto_Install_050726_All_SAYA_S1_UGC_H1_US_META_clean,16124,1031,995,8,0.775946,0.775946,15639.185257,2,208,,UNKNOWN,UNKNOWN,UNKNOWN,VND
2026-07-07,Say_Global_Auto_Install_060726_All_Ads2_3Adcreative,Say_Global_Auto_Install_060726_All,Say_Global_Auto_Install_050726_All_SAYA_S3_UGC_H1_US_META_clean,6798,432,400,8,1.851852,1.62037,15736.111111,6,99,,UNKNOWN,UNKNOWN,UNKNOWN,VND
2026-07-07,Say_Global_Auto_Install_060726_All_Ads2_3Adcreative,Say_Global_Auto_Install_060726_All,Say_Global_Auto_Install_050726_All_SAYA_S7_SKIT_H2_US_META_clean,54607,6185,5639,79,1.277284,1.13177,8828.940986,21,1033,,UNKNOWN,UNKNOWN,UNKNOWN,VND
2026-07-07,Say_Global_Auto_Install_060726_All_Ads2_3Adcreative,Say_Global_Auto_Install_060726_All,Say_Global_Auto_Install_060726_All_ SAYA_S7_SKIT_H1_US_META_clean,21852,2035,1932,36,1.769042,1.719902,10738.083538,8,139,,UNKNOWN,UNKNOWN,UNKNOWN,VND
