date,campaign_name,adset_name,ad_name,spend,impressions,reach,clicks,ctr,inline_link_click_ctr,cpm,installs,video_3s,cost_per_install,quality_ranking,engagement_rate_ranking,conversion_rate_ranking,currency
2026-07-04,Say_Global_Auto_Install_050726_All,,,82977,6526,5871,101,1.547656,1.562979,12714.832976,15,732,,UNKNOWN,UNKNOWN,UNKNOWN,VND
2026-07-05,Say_Global_Auto_Install_050726_All,,,355354,30063,23392,459,1.526794,1.520141,11820.310681,93,3595,,UNKNOWN,UNKNOWN,UNKNOWN,VND
2026-07-05,Say_Global_Auto_Install_060726_All,,,68980,4908,4298,91,1.854116,1.752241,14054.604727,19,701,,UNKNOWN,UNKNOWN,UNKNOWN,VND
2026-07-06,Say_Global_Auto_Install_050726_All,,,45364,3484,3169,54,1.549943,1.549943,13020.665901,23,380,,UNKNOWN,UNKNOWN,UNKNOWN,VND
2026-07-06,Say_Global_Auto_Install_060726_All,,,195268,16820,14059,228,1.355529,1.403092,11609.274673,89,2666,,UNKNOWN,UNKNOWN,UNKNOWN,VND
2026-07-06,Say_Global_Auto_Install_060726_All_Ads2_3Adcreative,,,279373,29996,24113,325,1.083478,1.056808,9313.675157,92,4929,,UNKNOWN,UNKNOWN,UNKNOWN,VND
2026-07-06,Say_Global_Bidding_Install_060726_All_Ads3,,,7183,865,819,3,0.346821,0.346821,8304.046243,,138,,UNKNOWN,UNKNOWN,UNKNOWN,VND
2026-07-06,Say_Global_Bidding_Install_060726_All_Ads2_3Adcreative,,,7108,883,846,10,1.132503,1.019253,8049.830125,1,155,,UNKNOWN,UNKNOWN,UNKNOWN,VND
2026-07-06,Say_Global_Auto_Install_060726_All_Ads4,,,270009,25442,21052,270,1.061237,1.021932,10612.726987,93,4031,,UNKNOWN,UNKNOWN,UNKNOWN,VND
2026-07-07,Say_Global_Auto_Install_060726_All,,,41411,3619,3296,46,1.271069,1.215805,11442.663719,11,603,,UNKNOWN,UNKNOWN,UNKNOWN,VND
2026-07-07,Say_Global_Auto_Install_060726_All_Ads2_3Adcreative,,,81223,8534,7800,121,1.417858,1.277244,9517.576752,33,1246,,UNKNOWN,UNKNOWN,UNKNOWN,VND
2026-07-07,Say_Global_Bidding_Install_060726_All_Ads3,,,478,71,70,0,0,,6732.394366,,8,,UNKNOWN,UNKNOWN,UNKNOWN,VND
2026-07-07,Say_Global_Bidding_Install_060726_All_Ads2_3Adcreative,,,257,30,30,0,0,,8566.666667,,3,,UNKNOWN,UNKNOWN,UNKNOWN,VND
2026-07-07,Say_Global_Auto_Install_060726_All_Ads4,,,84774,6671,6023,99,1.484035,1.454055,12707.839904,52,1127,,UNKNOWN,UNKNOWN,UNKNOWN,VND
2026-07-06,Cardia_Global_Auto_Roas_060726_All,,,5.08,10003,9730,32,0.319904,0.259922,0.507848,8,1970,,UNKNOWN,UNKNOWN,UNKNOWN,USD
2026-07-07,Cardia_Global_Auto_Roas_060726_All,,,18.23,18359,16955,179,0.974999,0.942317,0.992973,67,4699,,UNKNOWN,UNKNOWN,UNKNOWN,USD
